"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","60","40","3","54.965790","0","394"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","30","2","1","19.220135","0","375"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","30","1","1","19.603060","0","177"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","30","3","1","20.222548","0","293"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","30","2","1","21.042130","0","164"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","30","6","1","20.576275","0","124"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","30","6","1","22.728502","0","167"
"/Game/Sprites/CustomSprites/Materials/Bottom.Bottom","0","0","30","1","0.000000","0","0"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","36","2","0.000000","0","0"
"/Paper2D/DefaultLitSpriteMaterial.DefaultLitSpriteMaterial","0","0","33","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","70","6","0.000000","0","6"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","70","3","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","66","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","98","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","15","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/BloodAndHoles/Blood/bludc0_Mat.bludc0_Mat","0","0","22","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/BloodAndHoles/Blood/bludb0_Mat.bludb0_Mat","0","0","22","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/BloodAndHoles/Blood/bluda0_Mat.bluda0_Mat","0","0","22","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf072_Mat.aqf072_Mat","0","0","18","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/flat1_Mat.flat1_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/mflr8_1_Mat.mflr8_1_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/GoodMaterials/tp2_1_Mat.tp2_1_Mat","0","0","18","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/rrock13_Mat.rrock13_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/slime15_Mat.slime15_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/ComputerRoom/wfall4_Mat.wfall4_Mat","0","0","7","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/ComputerRoom/wfall1_Mat.wfall1_Mat","0","0","7","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/ComputerRoom/wfall3_Mat.wfall3_Mat","0","0","7","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","7","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","88","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","58","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","42","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","42","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","42","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","41","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","10","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","10","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","72","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","102","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","159","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","700","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","33","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","7","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/Top.Top","0","0","18","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/Side.Side","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/rrock03_Mat.rrock03_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/floor5_1_Mat.floor5_1_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/floor4_8_Mat.floor4_8_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/ceil5_1_Mat.ceil5_1_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/ceil3_5_Mat.ceil3_5_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf076_Mat.aqf076_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf075_Mat.aqf075_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf073_Mat.aqf073_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf069_Mat.aqf069_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf056_Mat.aqf056_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf055_Mat.aqf055_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf054_Mat.aqf054_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf052_Mat.aqf052_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf050_Mat.aqf050_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf044_Mat.aqf044_Mat","0","0","7","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf041_Mat.aqf041_Mat","0","0","7","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf040_Mat.aqf040_Mat","0","0","7","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf030_Mat.aqf030_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf029_Mat.aqf029_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf028_Mat.aqf028_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf027_Mat.aqf027_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf026_Mat.aqf026_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf025_Mat.aqf025_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf021_Mat.aqf021_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf012_Mat.aqf012_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf009_Mat.aqf009_Mat","0","0","30","1","0.000000","0","0"
"/Game/Sprites/CustomSprites/Materials/aqf001_Mat.aqf001_Mat","0","0","30","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","7","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","40","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","30","5","1","21.418350","0","207"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","30","1","1","18.706778","0","431"
"/Game/Sprites/CustomSprites/Materials/patched/rw28_3_Mat.rw28_3_Mat","0","18","2","1","10.762238","0","159"
"/Game/Sprites/CustomSprites/Materials/patched/rw28_2_Mat.rw28_2_Mat","0","18","3","1","10.909180","0","169"
"/Game/Sprites/CustomSprites/Materials/patched/rw31_1_Mat.rw31_1_Mat","0","18","2","1","10.891297","0","177"
"/Game/Sprites/CustomSprites/Materials/patched/rw30_3_Mat.rw30_3_Mat","0","18","1","1","10.872622","0","118"
"/Game/Sprites/CustomSprites/Materials/patched/rw30_1_Mat.rw30_1_Mat","0","18","1","1","11.008512","0","108"
"/Game/Sprites/CustomSprites/Materials/patched/rw28_4_Mat.rw28_4_Mat","0","18","1","1","10.934387","0","90"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","30","6","1","19.513548","0","146"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","30","3","1","19.485561","0","297"
"/Game/Sprites/CustomSprites/Materials/patched/rw31_3_Mat.rw31_3_Mat","0","18","2","1","10.668342","0","77"
"/Game/Sprites/CustomSprites/Materials/ComputerRoom/rw31_4_Mat.rw31_4_Mat","0","18","2","1","11.080294","0","92"
"/Game/Sprites/CustomSprites/Materials/patched/rw31_2_Mat.rw31_2_Mat","0","18","1","1","10.539893","0","100"
"/Game/Sprites/CustomSprites/Materials/patched/rw30_2_Mat.rw30_2_Mat","0","18","1","1","10.457719","0","166"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","30","3","1","18.962214","0","233"
"/Game/Sprites/CustomSprites/Materials/patched/aqsect09_Mat.aqsect09_Mat","0","18","2","1","10.522393","0","86"
"/Game/Sprites/CustomSprites/Materials/patched/aqlite13_Mat.aqlite13_Mat","0","18","1","1","10.564196","0","61"
"/Game/Sprites/CustomSprites/Materials/aqf002_Mat.aqf002_Mat","0","18","1","1","10.743724","0","169"
"/Game/Sprites/CustomSprites/Materials/patched/wall04_3_Mat.wall04_3_Mat","0","18","2","1","10.570957","0","106"
"/Game/Sprites/CustomSprites/Materials/patched/rw32_3_Mat.rw32_3_Mat","0","18","4","1","10.861094","0","179"
"/Game/Sprites/CustomSprites/Materials/patched/rw33_2_Mat.rw33_2_Mat","0","18","3","1","10.866123","0","176"
"/Game/Sprites/CustomSprites/Materials/ComputerRoom/rw32_1_Mat.rw32_1_Mat","0","18","4","1","11.200509","0","158"
"/Game/Sprites/CustomSprites/Materials/patched/wall04_2_Mat.wall04_2_Mat","0","18","5","1","11.022099","0","114"
"/Game/Sprites/CustomSprites/Materials/patched/rw33_4_Mat.rw33_4_Mat","0","18","2","1","10.744288","0","175"
"/Game/Sprites/CustomSprites/Materials/ComputerRoom/rw32_2_Mat.rw32_2_Mat","0","18","3","1","11.338707","0","103"
"/Game/Sprites/CustomSprites/Materials/patched/rw33_3_Mat.rw33_3_Mat","0","18","1","1","11.096484","0","156"
"/Game/Sprites/CustomSprites/Materials/patched/rw33_1_Mat.rw33_1_Mat","0","18","3","1","11.206276","0","64"
"/Game/Sprites/CustomSprites/Materials/patched/aqlite12_Mat.aqlite12_Mat","0","18","3","1","10.686195","0","85"
"/Game/Sprites/CustomSprites/Materials/aqf005_Mat.aqf005_Mat","0","18","3","1","10.666385","0","145"
"/Game/Sprites/CustomSprites/Materials/patched/wall03_7_Mat.wall03_7_Mat","0","18","1","1","10.800016","0","147"
"/Game/Sprites/CustomSprites/Materials/patched/rw33_6_Mat.rw33_6_Mat","0","18","3","1","10.493427","0","65"
"/Game/Sprites/CustomSprites/Materials/patched/rw34_1_Mat.rw34_1_Mat","0","18","1","1","10.780237","0","143"
"/Game/Sprites/CustomSprites/Materials/patched/aqlite11_Mat.aqlite11_Mat","0","18","3","1","10.855669","0","99"
"/Game/Sprites/CustomSprites/Materials/aqf004_Mat.aqf004_Mat","0","18","1","1","10.793279","0","100"
"/Game/Sprites/CustomSprites/Materials/patched/tomw2_1_Mat.tomw2_1_Mat","0","18","2","1","10.685930","0","103"
"/Game/Sprites/CustomSprites/Materials/patched/rw33_5_Mat.rw33_5_Mat","0","18","2","1","10.513603","0","109"
"/Game/Sprites/CustomSprites/Materials/patched/tile_Mat.tile_Mat","0","18","1","1","10.797788","0","66"
"/Game/Sprites/CustomSprites/Materials/GoodMaterials/tp2_2_Mat.tp2_2_Mat","0","18","1","1","11.269070","0","154"
"/Game/Sprites/CustomSprites/Materials/aqf003_Mat.aqf003_Mat","0","18","1","1","11.106575","0","132"
"/Game/Sprites/CustomSprites/Materials/GoodMaterials/tp5_3_Mat.tp5_3_Mat","0","18","1","1","11.165413","0","180"
"/Game/Sprites/CustomSprites/Materials/patched/t14_5_Mat.t14_5_Mat","0","18","1","1","11.166661","0","56"
"/Game/Sprites/CustomSprites/Materials/aqf007_Mat.aqf007_Mat","0","18","1","1","11.120872","0","165"
"/Game/Sprites/CustomSprites/Materials/patched/rw34_2_Mat.rw34_2_Mat","0","18","1","1","10.862392","0","167"
"/Game/Sprites/CustomSprites/Materials/GoodMaterials/tp3_2_Mat.tp3_2_Mat","0","18","1","1","11.317644","0","184"
"/Game/Sprites/CustomSprites/Materials/aqf006_Mat.aqf006_Mat","0","18","2","1","11.052240","0","158"
"/Game/Sprites/CustomSprites/Materials/GoodMaterials/tp5_4_Mat.tp5_4_Mat","0","18","3","1","11.097950","0","89"
"/Game/Sprites/CustomSprites/Materials/patched/t14_4_Mat.t14_4_Mat","0","18","6","1","11.195720","0","52"
"/Game/Sprites/CustomSprites/Materials/patched/t14_3_Mat.t14_3_Mat","0","18","1","1","10.991426","0","148"
"/Game/Sprites/CustomSprites/Materials/patched/wall04_4_Mat.wall04_4_Mat","0","18","2","1","11.024495","0","71"
"/Game/Sprites/CustomSprites/Materials/patched/wall04_9_Mat.wall04_9_Mat","0","18","1","1","11.028962","0","61"
"/Game/Sprites/CustomSprites/Materials/patched/sw4s1_Mat.sw4s1_Mat","0","18","1","1","10.992474","0","89"
"/Game/Sprites/CustomSprites/Materials/patched/wall04_5_Mat.wall04_5_Mat","0","18","3","1","10.947196","0","83"
"/Game/Sprites/CustomSprites/Materials/GoodMaterials/tp5_1_Mat.tp5_1_Mat","0","18","2","1","11.085588","0","141"
"/Game/Sprites/CustomSprites/Materials/GoodMaterials/tp3_1_Mat.tp3_1_Mat","0","18","1","1","11.259725","0","154"
"/Game/Sprites/CustomSprites/Materials/patched/sw4s0_Mat.sw4s0_Mat","0","18","7","1","10.831660","0","111"
"/Game/Sprites/CustomSprites/Materials/patched/rw35_1_Mat.rw35_1_Mat","0","18","8","1","11.141056","0","103"
"/Game/Sprites/CustomSprites/Materials/patched/aqlite16_Mat.aqlite16_Mat","0","18","1","1","10.937642","0","174"
"/Game/Sprites/CustomSprites/Materials/patched/aqlite14_Mat.aqlite14_Mat","0","18","2","1","11.130652","0","134"
"/Game/Sprites/CustomSprites/Materials/patched/sw3s1_Mat.sw3s1_Mat","0","18","1","1","11.190252","0","147"
"/Game/Sprites/CustomSprites/Materials/patched/aqlite15_Mat.aqlite15_Mat","0","18","1","1","11.183923","0","137"
"/Game/Sprites/CustomSprites/Materials/GoodMaterials/tp5_2_Mat.tp5_2_Mat","0","18","4","1","11.211824","0","142"
"/Game/Sprites/CustomSprites/Materials/patched/sw3s0_Mat.sw3s0_Mat","0","18","3","1","11.091398","0","68"
"/Game/Sprites/CustomSprites/Materials/patched/tomw2_2_Mat.tomw2_2_Mat","0","18","4","1","11.039835","0","93"
"/Game/Sprites/CustomSprites/Materials/patched/sw2_8_Mat.sw2_8_Mat","0","18","6","1","11.267071","0","87"
"/Game/Sprites/CustomSprites/Materials/patched/wall05_2_Mat.wall05_2_Mat","0","18","4","1","11.500349","0","60"
"/Game/Sprites/CustomSprites/Materials/patched/sw2_7_Mat.sw2_7_Mat","0","18","3","1","10.860080","0","93"
"/Game/Sprites/CustomSprites/Materials/patched/aqsect14_Mat.aqsect14_Mat","0","18","1","1","10.975926","0","179"
"/Game/Sprites/CustomSprites/Materials/patched/sw2_6_Mat.sw2_6_Mat","0","18","4","1","10.810996","0","152"
"/Game/Sprites/CustomSprites/Materials/patched/wall04_7_Mat.wall04_7_Mat","0","18","3","1","11.077868","0","162"
"/Game/Sprites/CustomSprites/Materials/patched/aqlite21_Mat.aqlite21_Mat","0","18","3","1","11.474133","0","76"
"/Game/Sprites/CustomSprites/Materials/patched/aqlite22_Mat.aqlite22_Mat","0","18","1","1","11.032843","0","186"
"/Game/Sprites/CustomSprites/Materials/patched/wall04_a_Mat.wall04_a_Mat","0","18","3","1","11.450635","0","143"
"/Game/Sprites/CustomSprites/Materials/patched/aqlite17_Mat.aqlite17_Mat","0","18","5","1","11.433570","0","93"
"/Game/Sprites/CustomSprites/Materials/patched/sw2_5_Mat.sw2_5_Mat","0","18","1","1","11.030376","0","93"
"/Game/Sprites/CustomSprites/Materials/patched/aqsect11_Mat.aqsect11_Mat","0","18","4","1","10.986184","0","158"
"/Game/Sprites/CustomSprites/Materials/patched/aqlite19_Mat.aqlite19_Mat","0","18","2","1","10.969096","0","144"
"/Game/Sprites/CustomSprites/Materials/patched/aqsupp02_Mat.aqsupp02_Mat","0","18","1","1","11.262865","0","70"
"/Game/Sprites/CustomSprites/Materials/patched/sw2_4_Mat.sw2_4_Mat","0","18","3","1","11.061799","0","77"
"/Game/Sprites/CustomSprites/Materials/patched/wall04_c_Mat.wall04_c_Mat","0","18","7","1","11.105620","0","77"
"/Game/Sprites/CustomSprites/Materials/patched/sw2_3_Mat.sw2_3_Mat","0","18","4","1","10.704638","0","112"
"/Game/Sprites/CustomSprites/Materials/patched/aqsect10_Mat.aqsect10_Mat","0","18","1","1","10.894113","0","176"
"/Game/Sprites/CustomSprites/Materials/patched/wall21_1_Mat.wall21_1_Mat","0","18","1","1","10.957243","0","159"
"/Game/Sprites/CustomSprites/Materials/patched/wall04_b_Mat.wall04_b_Mat","0","18","1","1","10.856238","0","101"
"/Game/Sprites/CustomSprites/Materials/patched/sw2_2_Mat.sw2_2_Mat","0","18","2","1","10.921782","0","96"
"/Game/Sprites/CustomSprites/Materials/patched/wlita0_Mat.wlita0_Mat","0","18","2","1","10.746677","0","126"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","12","2","1","6.747622","0","65"
"/Game/Sprites/CustomSprites/Materials/patched/aqsect15_Mat.aqsect15_Mat","0","18","4","1","11.127385","0","167"
"/Game/Sprites/CustomSprites/Materials/patched/aqlite20_Mat.aqlite20_Mat","0","18","1","1","10.725768","0","156"
"/Game/Sprites/CustomSprites/Materials/patched/sw2_1_Mat.sw2_1_Mat","0","18","7","1","10.962354","0","61"
"/Game/Sprites/CustomSprites/Materials/patched/wlitc0_Mat.wlitc0_Mat","0","18","2","1","10.959126","0","125"
"/Game/Sprites/CustomSprites/Materials/patched/aqlite18_Mat.aqlite18_Mat","0","18","1","1","10.828157","0","139"
"/Game/Sprites/CustomSprites/Materials/patched/sw2skull_Mat.sw2skull_Mat","0","18","7","1","10.785035","0","79"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","12","2","1","6.509537","0","87"
"/Game/Sprites/CustomSprites/Materials/patched/aqsect13_Mat.aqsect13_Mat","0","18","2","1","11.252481","0","135"
"/Game/Sprites/CustomSprites/Materials/patched/sw2s1_Mat.sw2s1_Mat","0","18","1","1","10.644769","0","116"
"/Game/Sprites/CustomSprites/Materials/patched/aqsupp01_Mat.aqsupp01_Mat","0","18","4","1","11.200903","0","68"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","30","1","1","20.433107","0","384"
"/Game/Sprites/CustomSprites/Materials/patched/aqsect12_Mat.aqsect12_Mat","0","18","1","1","11.733396","0","153"
"/Game/Sprites/CustomSprites/Materials/patched/sw2s0_Mat.sw2s0_Mat","0","18","5","1","11.806610","0","108"
"/Game/Sprites/CustomSprites/Materials/patched/wolf10_Mat.wolf10_Mat","0","18","2","1","11.457912","0","73"
"/Game/Sprites/CustomSprites/Materials/patched/sw1skull_Mat.sw1skull_Mat","0","18","3","1","11.442647","0","105"
"/Game/Sprites/CustomSprites/Materials/patched/wall21_3_Mat.wall21_3_Mat","0","18","3","1","10.829530","0","119"
"/Game/Sprites/CustomSprites/Materials/patched/aqsect16_Mat.aqsect16_Mat","0","18","1","1","10.972836","0","113"
"/Game/Sprites/CustomSprites/Materials/patched/sw1s1_Mat.sw1s1_Mat","0","18","2","1","11.015700","0","43"
"/Game/Sprites/CustomSprites/Materials/patched/sw1s0_Mat.sw1s0_Mat","0","18","3","1","10.545709","0","108"
"/Game/Sprites/CustomSprites/Materials/patched/wlitb0_Mat.wlitb0_Mat","0","18","1","1","10.964283","0","163"
"/Game/Sprites/CustomSprites/Materials/patched/sw19_6_Mat.sw19_6_Mat","0","18","5","1","10.906339","0","117"
"/Game/Sprites/CustomSprites/Materials/ComputerRoom/wfall2_Mat.wfall2_Mat","0","7","4","1","3.765505","0","25"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","30","1","1","19.630999","0","451"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","30","1","1","20.638994","0","423"
"/Game/Sprites/CustomSprites/Materials/patched/wolf1_Mat.wolf1_Mat","0","18","1","1","11.105996","0","172"
"/Game/Sprites/CustomSprites/Materials/patched/wla128_1_Mat.wla128_1_Mat","0","18","1","1","11.230348","0","133"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","30","1","1","19.365862","0","389"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","30","1","1","20.119701","0","401"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","30","1","1","20.213980","0","346"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","76","1","1","44.218925","0","1682"
"/Game/Sprites/CustomSprites/Materials/patched/aqsupp03_Mat.aqsupp03_Mat","0","18","1","1","11.297108","0","165"
"/Game/Sprites/CustomSprites/Materials/patched/rw28_1_Mat.rw28_1_Mat","0","18","2","1","11.237039","0","153"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","30","2","1","20.499905","0","196"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","30","1","1","20.625671","0","180"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","30","6","1","19.618738","0","198"
"/Game/Sprites/CustomSprites/Materials/patched/rw27_3_Mat.rw27_3_Mat","0","18","1","1","11.129717","0","88"
"/Game/Sprites/CustomSprites/Materials/patched/rw27_2_Mat.rw27_2_Mat","0","18","4","1","11.164028","0","85"
"/Game/Sprites/CustomSprites/Materials/patched/rw26_4_Mat.rw26_4_Mat","0","18","3","1","11.049969","0","104"
"/Game/Sprites/CustomSprites/Materials/patched/rw26_3_Mat.rw26_3_Mat","0","18","2","1","11.434820","0","168"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","30","3","1","20.482954","0","280"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","30","1","1","20.099281","0","161"
"/Game/Sprites/CustomSprites/Materials/patched/rw26_2_Mat.rw26_2_Mat","0","18","1","1","10.667583","0","103"
"/Game/Sprites/CustomSprites/Materials/patched/rw26_1_Mat.rw26_1_Mat","0","18","1","1","11.183713","0","100"
